x,r_m,rho_dimless,pr_dimless,pt_dimless,enclosed_mass_kg,compactness,nu,lambda_metric
2.610334985623203,0.0861410545255657,1.839468142565601,1.5054031572060664,1.2075916657959584,3.705049819524079e-08,6.388195249383454e-34,-4.8105500732167034e-33,3.194097624691727e-34
2.6403387210901363,0.0871311777959745,1.8331684750518717,1.4985301867747451,1.1949468202494529,3.826494760821476e-08,6.522616606731101e-34,-4.798346971830072e-33,3.2613083033655506e-34
2.6703424565570697,0.0881213010663833,1.8268215404600423,1.4916042287057787,1.1822307270327368,3.9503035995612804e-08,6.658001479101954e-34,-4.786051585642235e-33,3.329000739550977e-34
2.700346192024003,0.0891114243367921,1.8204280830143988,1.484626076228708,1.1694455770750798,4.076485369823472e-08,6.794332806669702e-34,-4.773665351849284e-33,3.397166403334851e-34
2.7303499274909364,0.0901015476072009,1.8139888471656294,1.4775965248540894,1.1565935681720247,4.205048611939665e-08,6.931593465593979e-34,-4.761189714752172e-33,3.4657967327969893e-34
2.76035366295787,0.09109167087760972,1.80750458069976,1.470516375324811,1.1436769067978698,4.33600137231772e-08,7.069766271213401e-34,-4.748626125504878e-33,3.5348831356067004e-34
2.7903573984248036,0.09208179414801852,1.800976035145124,1.4633864340447327,1.130697808044504,4.469351203803267e-08,7.208833981898627e-34,-4.735976041830538e-33,3.6044169909493136e-34
2.820361133891737,0.09307191741842732,1.7944039613141756,1.4562075089523911,1.1176584923086714,4.605105165788002e-08,7.348779302255369e-34,-4.72324092776677e-33,3.6743896511276846e-34
2.8503648693586703,0.09406204068883613,1.787789116037924,1.4489804158815014,1.1045611894839755,4.743269824731265e-08,7.489584886777692e-34,-4.710422253388975e-33,3.744792443388846e-34
2.8803686048256036,0.09505216395924493,1.7811322542109491,1.4417059711528308,1.0914081333305936,4.88385125471937e-08,7.631233343331962e-34,-4.697521494540157e-33,3.815616671665981e-34
2.910372340292537,0.09604228722965373,1.77443413524616,1.4343849976842542,1.0782015654561539,5.0268550380379806e-08,7.773707236445465e-34,-4.6845401325690044e-33,3.886853618222732e-34
2.9403760757594704,0.09703241050006253,1.7676955189455699,1.4270183211676728,1.0649437322555366,5.172286266183145e-08,7.916989091065124e-34,-4.671479654044531e-33,3.958494545532562e-34
2.9703798112264037,0.09802253377047132,1.760917165619442,1.419606770235596,1.0516368846918533,5.320149540576029e-08,8.061061395639467e-34,-4.6583415505014164e-33,4.030530697819734e-34
3.000383546693337,0.09901265704088012,1.7540998392271354,1.4121511794763486,1.038283280028708,5.470448973841929e-08,8.205906605862113e-34,-4.6451273181530804e-33,4.102953302931056e-34
3.0303872821602704,0.10000278031128892,1.7472443010675394,1.4046523835477964,1.0248851774112835,5.6231881908739227e-08,8.35150714787301e-34,-4.631838457628915e-33,4.175753573936505e-34
3.060391017627204,0.10099290358169773,1.7403513169783282,1.3971112240286285,1.0114448422356892,5.778370330173855e-08,8.49784542167925e-34,-4.618476473700178e-33,4.248922710839625e-34
3.090394753094137,0.10198302685210653,1.733421650352651,1.3895285428881803,0.9979645413150656,5.935998045390131e-08,8.644903804663197e-34,-4.6050428750002603e-33,4.322451902331599e-34
3.1203984885610705,0.10297315012251533,1.7264560663924864,1.3819051865702194,0.9844465453321409,6.096073506683538e-08,8.792664654640237e-34,-4.591539173765202e-33,4.396332327320119e-34
3.150402224028004,0.10396327339292413,1.7194553307820353,1.3742420048056196,0.9708931276699267,6.258598402648766e-08,8.941110313535607e-34,-4.577966885543518e-33,4.4705551567678035e-34
3.180405959494937,0.10495339666333293,1.7124202070754688,1.3665398482022786,0.957306562453761,6.423573941872134e-08,9.090223110338344e-34,-4.564327528938966e-33,4.545111555169172e-34
