mu,z_m,rho_m,axial_accel_mps2
-0.902,0.10979999700712056,0.04317360304630597,150.0404387592058
-0.9,0.10999999700712056,0.04358898943540673,148.60077334424656
-0.898,0.11019999700712056,0.04399954545219757,147.1840471162959
-0.896,0.11039999700712055,0.04440540507640933,145.78976039113883
-0.894,0.11059999700712056,0.04480669592817573,144.4174271912055
-0.892,0.11079999700712057,0.04520353968440967,143.06657479387886
-0.89,0.11099999700712056,0.045596052460711994,141.73674329713998
-0.888,0.11119999700712056,0.045984345162239725,140.42748520179293
-0.886,0.11139999700712055,0.046368523806565164,139.13836500954866
-0.884,0.11159999700712056,0.04674868982121317,137.86895883628037
-0.882,0.11179999700712057,0.04712494031826459,136.61885403979986
-0.88,0.11199999700712056,0.04749736834815167,135.38764886153143
-0.878,0.11219999700712056,0.04786606313454241,134.17495208149393
-0.876,0.11239999700712056,0.04823111029200967,132.98038268602588
-0.874,0.11259999700712056,0.04859259202800362,131.80356954771855
-0.872,0.11279999700712057,0.04895058733049074,130.64415111704525
-0.87,0.11299999700712056,0.0493051721424842,129.50177512519943
-0.868,0.11319999700712056,0.049656419524569034,128.3760982976777
